id,name,area,dazhihui,eastmoney,jinrongjie,jinrongjie_score,tonghuashun
600791,京能置业,SH,6.7,61,20.23,66.90,4.6
600792,云煤能源,SH,6.8,66.9,20.34,67.68,5.2
600793,宜宾纸业,SH,4.8,61.34,30.67,51.84,6.3
600794,保税科技,SH,6.5,58.43,20.44,50.56,4.8
600795,国电电力,SH,6.5,61.66,20.17,42.02,4.8
600796,钱江生化,SH,5.8,54.07,20.42,45.43,4.2
600797,浙大网新,SH,6.6,58.33,24.66,42.57,3.8
600798,宁波海运,SH,6.7,61.82,20.03,69.69,4.4
600800,天津磁卡,SH,6.0,56.33,21.3,49.64,4.4
600801,华新水泥,SH,7.7,75.44,89.82,53.36,6.8
600802,福建水泥,SH,8.0,71.91,78.75,54.50,7.2
600803,新奥股份,SH,6.7,66.5,20.03,65.55,5.0
600804,鹏博士,SH,7.2,67.61,29.72,66.20,6.5
600805,悦达投资,SH,6.5,53.9,22.28,58.27,3.6
600807,ST天业,SH,6.8,72.2,20.0,72.55,5.4
600808,马钢股份,SH,8.0,78.76,31.58,52.48,6.0
600809,山西汾酒,SH,7.0,80.88,44.7,43.04,7.2
600810,神马股份,SH,5.3,58.34,21.35,56.06,4.2
600811,东方集团,SH,6.5,63.17,23.7,51.42,4.8
600812,华北制药,SH,5.5,56.52,38.46,48.17,5.8
600814,杭州解百,SH,6.8,62.14,20.65,60.27,4.9
600815,*ST厦工,SH,6.4,63.69,85.57,52.30,5.3
600816,*ST安信,SH,6.2,0.001,21.38,58.35,4.2
600817,ST宏盛,SH,5.5,64.92,20.15,75.87,5.5
600818,中路股份,SH,7.4,57.46,82.16,53.69,6.3
600819,耀皮玻璃,SH,6.4,57.81,20.33,63.04,5.6
600820,隧道股份,SH,7.2,74.16,79.3,67.05,6.4
600821,*ST劝业,SH,5.7,49.65,20.1,53.05,4.3
600822,上海物贸,SH,5.9,61.8,21.61,68.13,4.6
600823,世茂股份,SH,7.5,75.94,21.86,60.22,5.5
600824,益民集团,SH,6.2,59.98,23.19,55.08,5.0
600825,新华传媒,SH,7.2,67.34,20.33,51.17,5.0
600826,兰生股份,SH,6.6,60.95,21.15,64.22,3.9
600827,百联股份,SH,6.2,71.55,52.48,54.13,5.6
600828,茂业商业,SH,6.3,61.77,20.0,69.73,6.1
600829,人民同泰,SH,6.0,64.67,20.0,70.34,5.0
600830,香溢融通,SH,7.1,68.98,98.46,59.84,5.5
600831,广电网络,SH,6.2,54.9,20.31,56.47,4.1
600833,第一医药,SH,6.3,64.8,20.22,61.64,5.3
600834,申通地铁,SH,6.8,67.77,20.06,68.56,6.0
600835,上海机电,SH,7.4,72.52,67.54,57.26,6.5
600836,*ST界龙,SH,6.2,62.95,24.1,46.59,4.9
600837,海通证券,SH,7.4,75.53,20.01,65.82,5.1
600838,上海九百,SH,6.7,60.37,20.36,56.56,4.4
600839,四川长虹,SH,6.4,64.46,21.18,43.14,4.4
600841,上柴股份,SH,6.4,68.21,71.84,63.12,6.4
600843,上工申贝,SH,6.1,60.66,20.33,68.60,5.1
600844,丹化科技,SH,5.8,61.28,20.13,54.16,4.9
600845,宝信软件,SH,7.7,76.43,70.67,49.29,7.2
600846,同济科技,SH,7.7,75.84,28.02,63.94,6.0
600847,万里股份,SH,6.5,61.59,21.1,52.58,5.6
600848,上海临港,SH,7.2,78.15,22.3,52.03,5.8
600850,华东电脑,SH,7.0,73.68,20.54,48.02,5.5
600851,海欣股份,SH,6.2,61.19,20.61,62.15,4.9
600853,龙建股份,SH,5.6,66.64,99.06,69.10,6.2
600854,春兰股份,SH,6.6,64,20.88,56.74,5.1
600855,航天长峰,SH,6.0,57.74,40.38,56.78,4.0
600856,*ST中天,SH,5.3,48.18,20.02,61.66,4.3
600857,宁波中百,SH,6.1,60.61,34.13,60.80,4.3
600858,银座股份,SH,5.6,62.87,48.19,56.99,6.0
600859,王府井,SH,6.6,70.82,70.91,68.59,6.9
600860,*ST京城,SH,5.3,60.02,21.42,67.15,5.0
600861,北京城乡,SH,5.8,64.64,62.51,63.57,6.1
600862,中航高科,SH,7.7,76.64,73.62,63.79,7.2
600863,内蒙华电,SH,6.7,60.96,20.0,58.72,5.3
600864,哈投股份,SH,6.7,66.97,20.0,55.72,5.3
600865,百大集团,SH,6.1,61.87,20.03,70.62,4.1
600866,星湖科技,SH,5.6,56.4,20.06,44.84,4.6
600867,通化东宝,SH,7.6,73.47,20.0,50.25,7.0
600868,梅雁吉祥,SH,6.9,62.58,20.36,59.78,4.7
600869,智慧能源,SH,6.1,58.09,20.79,42.04,4.9
600870,ST厦华,SH,6.1,57.07,90.98,50.78,5.5
600871,石化油服,SH,6.6,64.07,20.13,54.59,5.1
600872,中炬高新,SH,6.4,76.01,93.72,56.30,6.2
600873,梅花生物,SH,7.4,71.55,82.53,63.52,6.5
600874,创业环保,SH,7.7,67.99,28.81,68.82,5.5
600875,东方电气,SH,7.2,73.27,21.7,64.72,5.1
600876,洛阳玻璃,SH,5.7,62.58,21.23,55.66,5.2
600877,ST电能,SH,6.5,65.65,21.25,61.91,5.0
600879,航天电子,SH,6.7,64.45,24.21,59.48,4.4
600880,博瑞传播,SH,7.5,63.16,20.84,46.58,4.8
600881,亚泰集团,SH,6.6,55.84,21.66,50.46,4.7
600882,妙可蓝多,SH,6.5,70.45,20.0,60.00,6.8
600883,博闻科技,SH,6.6,62.28,86.3,53.46,5.4
600884,杉杉股份,SH,6.6,65.14,91.15,52.70,5.3
600885,宏发股份,SH,7.7,81.02,77.36,53.34,7.5
600886,国投电力,SH,7.4,74.49,22.56,62.50,6.1
600887,伊利股份,SH,6.8,72.01,72.45,50.50,4.8
600888,新疆众和,SH,7.8,69.32,75.2,58.93,6.2
600889,南京化纤,SH,5.8,54.88,20.0,51.88,4.6
600890,中房股份,SH,6.0,60.31,21.52,48.35,4.3
600892,*ST大晟,SH,7.1,51.19,26.19,58.90,4.5
600893,航发动力,SH,7.7,81.27,66.24,49.36,6.8
600894,广日股份,SH,7.0,62.29,22.72,61.65,5.1
600895,张江高科,SH,7.5,72.26,69.13,67.22,6.4
600896,览海医疗,SH,5.7,58.8,20.22,65.73,4.7
600897,厦门空港,SH,7.3,67.48,20.21,56.29,5.9
600898,*ST美讯,SH,5.3,54.91,20.0,60.14,6.1
600900,长江电力,SH,7.4,70,43.44,61.52,6.5
600901,江苏租赁,SH,8.4,72.31,23.89,65.27,5.9
600903,贵州燃气,SH,6.1,59.86,20.01,45.43,4.1
600908,无锡银行,SH,6.2,67.62,31.34,66.80,5.9
600909,华安证券,SH,7.5,73,28.17,46.01,4.9
600917,重庆燃气,SH,7.0,70.37,79.87,65.88,6.8
600919,江苏银行,SH,7.6,71.88,21.65,56.02,6.2
600926,杭州银行,SH,7.6,73.11,69.6,56.39,6.3
600928,西安银行,SH,6.0,65.79,21.19,50.72,5.0
600929,湖南盐业,SH,5.6,61.68,24.42,53.30,4.6
600933,爱柯迪,SH,7.6,78.98,79.73,58.72,6.5
600936,广西广电,SH,6.2,59.47,21.82,51.72,5.3
600939,重庆建工,SH,6.1,66.65,20.5,59.87,5.8
600958,东方证券,SH,6.4,72.31,23.0,66.03,5.2
600959,江苏有线,SH,6.7,55.71,20.09,63.50,4.3
600960,渤海汽车,SH,6.3,65.27,20.0,69.05,5.4
600961,株冶集团,SH,6.5,67.45,21.38,53.63,5.9
600962,国投中鲁,SH,5.7,63.28,48.93,56.49,5.2
600963,岳阳林纸,SH,6.9,72.03,28.74,60.06,5.3
600965,福成股份,SH,6.0,59.34,20.39,43.45,4.1
600966,博汇纸业,SH,7.7,69.3,25.09,57.59,6.7
600967,内蒙一机,SH,6.8,73.53,78.53,64.11,6.5
600968,海油发展,SH,7.2,75.55,21.27,47.26,4.5
600969,郴电国际,SH,5.7,55.71,21.37,69.94,5.0
600970,中材国际,SH,7.4,69.88,20.43,65.39,5.2
600971,恒源煤电,SH,8.0,70.89,81.79,69.53,6.4
600973,宝胜股份,SH,6.2,67.74,31.98,57.27,6.2
600975,新五丰,SH,7.3,66.04,60.84,45.67,5.7
600976,健民集团,SH,6.6,59.2,20.15,65.39,5.1
600977,中国电影,SH,7.1,75.07,79.88,59.95,6.2
600978,*ST宜生,SH,6.2,41.79,20.05,54.67,4.1
600979,广安爱众,SH,6.5,60.63,21.7,67.32,5.1
600980,北矿科技,SH,6.8,69.34,20.45,70.15,5.2
600981,汇鸿集团,SH,5.7,63.73,22.3,63.54,4.7
600982,宁波热电,SH,5.6,66.63,21.04,69.74,4.9
600983,惠而浦,SH,5.9,53.47,20.03,65.33,4.6
600984,建设机械,SH,6.7,78.48,80.93,72.43,7.3
600985,淮北矿业,SH,7.0,76.71,92.92,61.09,6.8
600986,科达股份,SH,6.8,61.27,24.02,52.34,4.5
600987,航民股份,SH,7.1,72.34,20.1,70.94,5.7
600988,赤峰黄金,SH,5.9,61.82,31.49,58.73,4.8
600989,宝丰能源,SH,6.4,69.91,26.49,45.09,4.3
600990,四创电子,SH,6.6,66.13,20.81,65.57,5.2
600992,贵绳股份,SH,5.2,58.36,22.68,59.44,4.5
600993,马应龙,SH,7.2,71.36,78.0,55.68,6.0
600995,文山电力,SH,6.7,65.46,92.86,65.95,4.7
600996,贵广网络,SH,6.0,59.23,20.16,57.37,4.4
600997,开滦股份,SH,7.1,73.27,20.23,64.18,5.7
600998,九州通,SH,7.1,70,62.35,51.05,5.4
600999,招商证券,SH,7.9,78.4,95.84,62.45,6.6
601000,唐山港,SH,8.0,70.93,87.3,64.75,5.8
601001,大同煤业,SH,7.8,73.93,22.93,69.76,6.2
601002,晋亿实业,SH,6.4,60.79,20.0,66.53,3.8
601003,柳钢股份,SH,5.4,71.16,21.36,48.16,5.6
601005,重庆钢铁,SH,6.7,71.32,20.0,50.20,4.8
601006,大秦铁路,SH,8.3,72.83,20.0,54.62,6.3
601007,金陵饭店,SH,7.3,62.35,26.99,75.51,5.5
601008,连云港,SH,6.5,62.47,21.35,58.83,4.9
601009,南京银行,SH,7.4,73.18,83.48,61.62,6.6
601010,文峰股份,SH,6.3,61.65,21.81,60.06,4.8
601011,宝泰隆,SH,7.0,62.93,20.12,65.93,4.5
601012,隆基股份,SH,7.7,83.58,38.21,48.77,7.3
601015,陕西黑猫,SH,6.9,57.09,24.67,57.98,4.8
601016,节能风电,SH,6.9,72.16,20.0,63.07,5.6
601018,宁波港,SH,7.2,68.03,20.38,61.31,5.2
601019,山东出版,SH,6.3,72.96,21.11,65.40,4.9
601020,华钰矿业,SH,6.4,62.33,20.19,62.95,5.3
601021,春秋航空,SH,7.2,76.34,65.67,64.13,6.6
601028,玉龙股份,SH,7.2,74.23,94.16,54.30,6.7
601038,一拖股份,SH,6.7,61.81,51.57,64.48,6.1
601058,赛轮轮胎,SH,7.7,73.57,51.15,72.12,7.5
601066,中信建投,SH,7.2,75.92,84.62,55.74,6.0
601068,中铝国际,SH,6.1,58,20.93,59.44,3.9
601069,西部黄金,SH,6.1,58.86,21.96,51.12,4.5
601077,渝农商行,SH,5.2,60.24,20.05,49.61,3.6
601086,国芳集团,SH,5.3,52.95,20.02,59.08,3.9
601088,中国神华,SH,7.8,78.04,20.0,54.08,6.4
601098,中南传媒,SH,7.4,71.05,23.03,50.57,6.1
601099,太平洋,SH,6.9,69.43,28.06,46.82,4.6
601100,恒立液压,SH,7.1,73.9,70.16,61.90,5.8
601101,昊华能源,SH,6.6,62.41,20.3,58.40,5.1
601106,中国一重,SH,6.6,62.66,20.0,52.53,5.9
601107,四川成渝,SH,6.7,63.16,95.26,48.22,5.8
601108,财通证券,SH,7.1,73.2,20.13,45.65,4.4
601111,中国国航,SH,7.1,70.44,38.09,59.86,6.5
601113,ST华鼎,SH,6.3,56.34,20.22,60.49,4.2
601116,三江购物,SH,5.9,66.64,20.0,48.08,6.4
601117,中国化学,SH,7.4,70.02,97.83,54.89,5.9
601118,海南橡胶,SH,6.9,66.4,24.68,51.10,5.7
601126,四方股份,SH,6.3,61.03,20.0,60.24,6.0
601127,小康股份,SH,6.1,60.97,20.75,54.04,5.1
601128,常熟银行,SH,7.0,69.88,22.12,67.54,6.4
601137,博威合金,SH,7.9,75.36,47.33,61.87,7.3
601138,工业富联,SH,7.8,84.44,97.35,43.82,6.5
601139,深圳燃气,SH,7.8,71.28,20.0,60.41,6.7
601155,新城控股,SH,7.7,72.06,26.64,64.60,6.0
601158,重庆水务,SH,7.6,70.26,82.7,49.21,6.0
601162,天风证券,SH,6.0,70.12,21.7,49.34,4.7
601163,三角轮胎,SH,6.6,73.56,24.4,58.58,6.0
601166,兴业银行,SH,7.8,73.07,78.46,61.74,6.4
601168,西部矿业,SH,7.1,71.19,20.01,46.39,4.8
601169,北京银行,SH,7.7,68.35,31.95,59.87,6.1
601177,杭齿前进,SH,5.9,59.62,20.21,57.28,4.3
601179,中国西电,SH,6.4,64,31.41,44.06,4.5
601186,中国铁建,SH,6.9,71.69,20.94,53.12,6.3
601188,龙江交通,SH,6.2,62.61,74.8,62.21,5.4
601198,东兴证券,SH,7.0,70.62,20.92,52.77,5.2
601199,江南水务,SH,7.6,67.82,23.75,54.73,5.2
601200,上海环境,SH,7.4,71.06,32.54,51.77,6.5
601208,东材科技,SH,7.1,71.22,60.63,63.40,6.5
601211,国泰君安,SH,7.7,75.21,77.05,61.95,5.5
601212,白银有色,SH,5.8,56.61,20.18,56.29,5.1
601216,君正集团,SH,7.7,77.23,26.51,56.16,7.0
601218,吉鑫科技,SH,7.2,63.26,24.24,53.08,5.6
601222,林洋能源,SH,7.3,71.23,20.23,64.65,6.0
601225,陕西煤业,SH,7.6,78.45,27.81,56.73,6.2
601226,华电重工,SH,5.9,60.76,20.41,61.33,4.1
601228,广州港,SH,6.8,69.69,20.5,55.46,6.2
601229,上海银行,SH,6.4,70.46,22.95,66.85,5.5
601231,环旭电子,SH,7.6,77.72,36.16,48.56,7.0
601233,桐昆股份,SH,7.1,75.7,24.0,63.83,5.6
601236,红塔证券,SH,7.7,75.38,22.39,65.93,5.7
601238,广汽集团,SH,6.9,71.02,22.88,55.07,5.8
601258,ST庞大,SH,7.1,57.94,68.29,47.01,5.6
601288,农业银行,SH,7.7,76.81,82.62,55.32,6.6
601298,青岛港,SH,7.1,73.68,20.1,73.09,6.0
601311,骆驼股份,SH,7.9,70.82,22.58,66.67,6.4
601318,中国平安,SH,7.7,72.01,81.23,45.34,6.9
601319,中国人保,SH,6.9,77.05,20.3,64.00,6.4
601326,秦港股份,SH,6.9,68.1,20.14,68.78,5.4
601328,交通银行,SH,7.2,70.09,22.05,61.35,5.5
601330,绿色动力,SH,6.7,70.22,24.32,72.88,5.4
601333,广深铁路,SH,7.2,70.72,20.03,64.06,5.0
601336,新华保险,SH,7.8,76.08,71.32,53.51,7.8
601339,百隆东方,SH,6.0,62.47,20.19,61.65,5.5
601360,三六零,SH,6.9,70.74,20.89,50.39,4.4
601366,利群股份,SH,5.5,58.41,69.38,69.97,5.4
601368,绿城水务,SH,6.3,66.66,21.82,61.03,5.0
601369,陕鼓动力,SH,7.6,73.26,73.22,65.33,6.6
601375,中原证券,SH,5.8,61.62,20.08,56.76,4.4
601377,兴业证券,SH,7.1,70.68,22.41,54.41,5.3
601388,怡球资源,SH,7.9,70.45,20.1,68.24,5.2
601390,中国中铁,SH,7.1,78.32,56.69,50.47,5.5
601398,工商银行,SH,7.6,75.38,20.72,59.76,6.2
601500,通用股份,SH,5.8,64.44,20.34,53.20,4.8
601512,中新集团,SH,6.3,71.44,20.0,69.63,6.4
601515,东风股份,SH,7.4,72.95,20.13,59.13,5.7
601518,吉林高速,SH,5.6,60.5,20.18,58.43,4.7
601519,大智慧,SH,6.6,64.92,20.58,62.68,4.2
601555,东吴证券,SH,7.3,72.88,22.11,54.23,5.3
601558,ST锐电,SH,6.2,55.32,20.09,51.52,4.2
601566,九牧王,SH,7.4,59.38,33.0,64.58,5.0
601567,三星医疗,SH,6.3,69.58,21.38,55.43,5.7
601577,长沙银行,SH,7.6,69.89,21.32,50.91,5.1
601579,会稽山,SH,6.0,58.29,21.46,58.60,4.8
601588,北辰实业,SH,7.2,69.08,20.77,63.26,5.5
601595,上海电影,SH,6.7,71.51,69.16,65.21,6.0
601598,中国外运,SH,6.1,66.69,21.92,67.24,4.3
601599,鹿港文化,SH,5.9,48.97,22.61,47.67,4.2
601600,中国铝业,SH,6.9,64.93,45.41,62.47,5.6
601601,中国太保,SH,7.4,73.83,53.55,44.58,7.6
601606,长城军工,SH,7.6,75.97,20.0,52.99,6.0
601607,上海医药,SH,6.2,68.6,21.81,49.86,5.1
601608,中信重工,SH,7.4,65.53,20.0,60.10,5.8
601609,金田铜业,SH,7.7,30.32,$score.score,33.63,5.7
601611,中国核建,SH,7.0,75.02,20.04,66.39,6.4
601615,明阳智能,SH,6.8,67.12,64.76,79.15,6.8
601616,广电电气,SH,7.2,70.12,74.68,58.79,6.1
601618,中国中冶,SH,7.4,75.01,20.15,55.16,5.7
601619,嘉泽新能,SH,6.9,68.02,20.14,65.17,4.9
601628,中国人寿,SH,7.6,70.72,55.3,55.44,6.7
601633,长城汽车,SH,6.8,73.2,20.02,49.14,6.5
601636,旗滨集团,SH,7.6,69.37,72.54,56.68,7.1
601658,邮储银行,SH,5.8,74.7,20.05,58.01,5.7
601666,平煤股份,SH,7.2,70.06,89.29,63.85,5.3
601668,中国建筑,SH,7.2,72.77,20.44,46.27,6.6
601669,中国电建,SH,7.2,68.09,20.08,63.71,5.5
601677,明泰铝业,SH,6.5,65.47,20.67,65.68,5.0
601678,滨化股份,SH,7.6,66.92,20.03,56.30,5.9
601688,华泰证券,SH,7.6,79.24,27.02,60.50,6.5
601689,拓普集团,SH,7.6,76.09,71.19,50.18,6.8
601696,中银证券,SH,6.7,30.8,20.04,33.44,4.6
601698,中国卫通,SH,6.7,68.66,22.33,57.00,5.4
601699,潞安环能,SH,7.2,69.94,20.06,64.19,5.7
601700,风范股份,SH,6.4,61.88,26.14,44.34,4.3
601717,郑煤机,SH,6.8,64.7,22.21,53.51,5.4
601718,际华集团,SH,5.8,58.18,23.78,51.21,4.2
601727,上海电气,SH,7.1,68.83,78.54,56.25,5.7
601766,中国中车,SH,7.0,68.16,20.52,67.31,5.2
601777,力帆股份,SH,7.0,62.93,43.66,48.62,4.9
601788,光大证券,SH,7.3,73.82,20.01,58.86,5.8
601789,宁波建工,SH,6.9,67.51,20.0,46.69,6.3
601798,蓝科高新,SH,6.7,65.27,28.8,58.74,6.5
601799,星宇股份,SH,6.9,70.9,58.83,49.96,6.7
601800,中国交建,SH,6.9,71.27,20.01,45.52,5.9
601801,皖新传媒,SH,6.7,69.55,20.48,60.83,6.1
601808,中海油服,SH,7.7,75.46,23.3,42.97,6.0
601811,新华文轩,SH,6.6,64.05,96.61,55.50,5.9
601816,京沪高铁,SH,7.6,70.27,24.69,31.85,5.7
601818,光大银行,SH,6.9,70.77,71.96,61.62,6.5
601828,美凯龙,SH,6.5,71.32,20.63,62.68,5.1
601838,成都银行,SH,7.1,69.42,71.34,55.27,5.6
601857,中国石油,SH,6.6,66.71,20.01,52.15,4.9
601858,中国科传,SH,6.7,69.15,20.06,55.18,4.1
601860,紫金银行,SH,5.3,65.78,23.27,47.76,5.3
601865,福莱特,SH,7.4,74.17,81.13,64.13,7.1
601866,中远海发,SH,6.7,67.07,20.11,64.65,5.1
601869,长飞光纤,SH,6.2,68.2,20.28,55.01,5.3
601872,招商轮船,SH,6.7,67.54,85.75,47.32,5.7
601877,正泰电器,SH,7.5,73.82,25.39,50.80,6.7
601878,浙商证券,SH,7.1,72.59,23.21,46.98,5.4
601880,大连港,SH,7.3,67.21,21.58,68.59,5.7
601881,中国银河,SH,7.4,78.24,31.63,60.91,6.8
601882,海天精工,SH,6.6,66.57,58.9,68.12,6.1
601886,江河集团,SH,7.4,63.54,95.09,45.62,6.1
601888,中国国旅,SH,7.3,78.3,20.0,60.03,7.1
601890,亚星锚链,SH,6.4,63.36,20.53,53.22,4.0
601898,中煤能源,SH,7.1,71.44,20.72,62.07,5.7
601899,紫金矿业,SH,6.8,65,20.02,41.95,5.2
601900,南方传媒,SH,6.6,68,21.21,55.18,4.8
601901,方正证券,SH,6.8,70.82,21.0,44.59,5.2
601908,京运通,SH,7.8,67.68,79.48,56.01,6.4
601916,浙商银行,SH,6.3,72.93,20.54,46.70,5.2
601918,新集能源,SH,6.6,57.03,20.0,47.51,4.3
601919,中远海控,SH,7.1,68.5,21.2,59.10,4.8
601928,凤凰传媒,SH,7.1,73.52,20.06,60.41,4.8
601929,吉视传媒,SH,6.9,63.23,20.47,52.17,5.3
601933,永辉超市,SH,6.9,71.15,33.66,58.56,5.2
601939,建设银行,SH,7.7,73.63,24.5,65.07,6.0
601949,中国出版,SH,6.7,63.58,20.25,56.21,4.6
601952,苏垦农发,SH,6.2,63.14,20.0,56.78,4.2
601958,金钼股份,SH,7.0,74.09,20.02,57.36,4.8
601965,中国汽研,SH,8.2,74.72,22.97,58.46,5.8
601966,玲珑轮胎,SH,7.4,70.12,79.81,62.34,6.4
601968,宝钢包装,SH,6.1,69.83,75.79,59.05,6.1
601969,海南矿业,SH,5.8,65.44,20.71,56.01,5.0
601975,招商南油,SH,7.5,70.69,92.44,43.47,6.2
601985,中国核电,SH,7.3,72.62,21.32,55.34,5.3
601988,中国银行,SH,7.2,75.34,21.48,59.36,5.1
601989,中国重工,SH,6.7,57.24,20.08,50.12,3.8
601990,南京证券,SH,7.2,66.7,20.18,42.67,4.3
601991,大唐发电,SH,6.6,70.68,33.17,55.96,4.5
601992,金隅集团,SH,6.8,66.66,20.42,48.40,5.7
601996,丰林集团,SH,6.8,63.52,21.11,53.47,4.8
601997,贵阳银行,SH,7.4,67.44,89.91,51.99,5.8
601998,中信银行,SH,7.1,69.73,20.0,63.75,5.7
601999,出版传媒,SH,6.8,60.03,53.91,51.97,4.9
603000,人民网,SH,7.3,82.08,94.99,55.85,6.3
603001,奥康国际,SH,6.3,58.65,23.04,55.95,4.8
603002,宏昌电子,SH,6.8,72.18,20.94,57.26,6.2
603003,龙宇燃油,SH,5.8,62.51,23.47,52.49,4.5
603005,晶方科技,SH,7.8,79.16,36.15,60.36,6.7
603006,联明股份,SH,6.5,64.55,20.15,62.80,4.2
603007,花王股份,SH,6.1,60.98,20.22,61.75,4.6
603008,喜临门,SH,6.3,60.58,20.01,50.92,4.5
603009,北特科技,SH,6.2,57.26,20.14,51.62,5.1
603010,万盛股份,SH,6.9,71.84,97.92,64.01,6.8
603011,合锻智能,SH,6.2,52.27,21.68,61.39,4.0
603012,创力集团,SH,7.6,66.99,20.99,70.89,4.6
603013,亚普股份,SH,5.8,64.72,20.28,63.13,4.8
603015,弘讯科技,SH,6.8,66.26,22.24,56.28,6.0
603016,新宏泰,SH,6.5,66.75,20.0,53.15,4.9
603017,中衡设计,SH,5.8,66.25,20.82,67.08,5.8
603018,中设集团,SH,6.9,67.66,20.0,67.79,5.6
603019,中科曙光,SH,7.4,76.73,51.77,51.15,6.9
603020,爱普股份,SH,5.9,63.12,20.0,61.33,5.3
603021,山东华鹏,SH,6.4,59.96,20.09,58.81,5.3
603022,新通联,SH,5.8,58.57,21.05,52.67,5.0
603023,威帝股份,SH,6.9,61.99,71.3,53.56,5.4
603025,大豪科技,SH,6.4,65.49,20.18,46.14,4.9
603026,石大胜华,SH,6.7,66.19,22.01,37.24,4.3
603027,千禾味业,SH,6.8,68.63,20.0,47.14,6.3
603028,赛福天,SH,5.3,63.74,27.22,64.93,5.3
603029,天鹅股份,SH,6.1,67.78,25.12,72.57,5.0
603030,全筑股份,SH,6.5,64.72,22.44,46.05,5.0
603031,安德利,SH,6.7,68.65,90.82,68.74,7.0
603032,德新交运,SH,5.9,58.65,20.7,49.35,3.8
603033,三维股份,SH,5.9,59.14,20.0,63.92,5.4
603035,常熟汽饰,SH,6.4,68.1,30.65,51.59,4.6
603036,如通股份,SH,6.9,70.42,20.67,75.30,5.8
603037,凯众股份,SH,6.6,61.81,25.32,58.68,5.0
603038,华立股份,SH,5.9,56.97,20.25,64.45,3.8
603039,泛微网络,SH,6.9,67.42,78.13,63.66,6.6
603040,新坐标,SH,6.3,61.63,37.68,65.33,6.1
603041,美思德,SH,6.7,72.57,90.31,65.79,6.6
603042,华脉科技,SH,6.1,61.52,20.03,66.15,4.7
603043,广州酒家,SH,5.8,67.9,66.4,60.31,5.6
603045,福达合金,SH,6.4,57.01,22.18,65.35,4.2
603050,科林电气,SH,6.0,68.09,88.14,57.57,6.1
603053,成都燃气,SH,5.8,63.69,20.29,67.35,4.3
603055,台华新材,SH,5.5,58.78,20.04,63.35,4.2
603056,德邦股份,SH,5.9,67.23,20.27,63.64,4.7
603058,永吉股份,SH,6.4,71.31,36.27,68.10,6.0
603059,倍加洁,SH,5.7,55.47,20.0,44.98,4.3
603060,国检集团,SH,6.3,69.24,20.0,69.34,4.9
603063,禾望电气,SH,6.6,60.74,20.65,60.04,5.4
603066,音飞储存,SH,6.4,63.95,25.17,54.63,4.3
603067,振华股份,SH,6.0,67.08,45.47,59.46,4.6
603068,博通集成,SH,6.8,72.67,20.13,47.55,5.5
603069,海汽集团,SH,6.0,52.61,20.01,51.23,5.2
603076,乐惠国际,SH,6.8,61.7,98.67,63.31,6.4
603077,和邦生物,SH,6.5,59.61,20.1,47.73,4.4
603078,江化微,SH,7.4,78.19,53.06,58.02,6.9
603079,圣达生物,SH,4.9,59.02,24.9,52.91,4.0
603080,新疆火炬,SH,6.5,62.46,20.2,63.17,4.6
603081,大丰实业,SH,6.6,65.97,20.18,65.44,6.3
603083,剑桥科技,SH,6.5,68.13,23.37,61.01,5.9
603085,天成自控,SH,6.1,61.67,20.06,51.89,4.9
603086,先达股份,SH,6.5,62.87,20.12,56.41,5.4
603088,宁波精达,SH,6.6,67.74,20.0,65.19,7.0
603089,正裕工业,SH,5.9,61.73,23.04,52.38,4.3
603090,宏盛股份,SH,6.2,61.99,24.59,69.66,4.4
603093,南华期货,SH,5.0,67.52,20.08,55.89,4.8
603095,越剑智能,SH,6.1,32.13,$score.score,18.70,3.9
603096,新经典,SH,7.7,74.37,20.0,50.23,7.1
603098,森特股份,SH,7.3,79.2,30.87,68.14,7.3
603099,长白山,SH,6.8,60.44,20.09,59.31,5.0
603100,川仪股份,SH,5.9,61.61,21.46,62.15,4.1
603101,汇嘉时代,SH,5.3,60.16,26.62,50.28,5.0
603103,横店影视,SH,6.2,62.65,75.25,46.80,5.1
603105,芯能科技,SH,6.7,64.29,21.82,52.37,5.8
603106,恒银金融,SH,6.6,64.28,20.0,66.39,5.7
603108,润达医疗,SH,5.8,62,23.59,49.04,4.3
603109,神驰机电,SH,6.8,59.31,20.0,51.28,5.9
603110,东方材料,SH,6.5,59.9,20.58,59.93,4.1
603111,康尼机电,SH,6.7,81.13,69.49,57.73,5.8
603113,金能科技,SH,7.7,74.27,23.1,76.15,6.2
603115,海星股份,SH,6.4,71.52,20.01,71.36,4.7
603116,红蜻蜓,SH,5.7,62.03,20.22,67.62,5.1
603117,万林物流,SH,6.5,65.22,20.06,69.57,5.3
603118,共进股份,SH,6.8,61.72,26.43,46.23,5.3
603121,华培动力,SH,6.2,63.79,22.33,51.39,4.6
603123,翠微股份,SH,6.0,58.72,38.77,58.55,5.2
603126,中材节能,SH,6.3,63.82,20.89,66.87,4.2
603127,昭衍新药,SH,6.3,68.68,20.0,52.17,6.2
603128,华贸物流,SH,7.1,70.49,84.8,60.78,6.1
603129,春风动力,SH,7.7,73.04,76.35,67.98,7.3
603131,上海沪工,SH,6.3,67.84,22.67,66.90,5.7
603133,碳元科技,SH,5.8,59.08,20.08,46.47,5.0
603136,天目湖,SH,7.4,76.37,49.51,75.59,6.5
603138,海量数据,SH,6.3,69.82,31.26,73.30,6.3
