stock_name,stock_id,totalscore,score_tech,score_money,score_news,score_industry,score_basic新媒股份,300770,6.2,6.6,7.1,6.1,1.8,7.0
万通地产,600246,4.6,4.5,3.6,5.5,6.5,4.1
ST成城,600247,5.3,5.2,3.8,5.5,6.0,6.1
延长化建,600248,5.5,4.8,6.8,5.7,6.1,5.1
两面针,600249,4.8,3.7,4.0,5.9,6.4,5.3
南纺股份,600250,6.0,6.6,5.8,5.7,6.0,5.7
冠农股份,600251,5.3,5.3,4.1,5.7,6.0,5.6
中恒集团,600252,5.6,6.0,5.0,5.5,6.1,5.6
天方药业,600253,4.3,3.9,2.5,7.2,3.5,5.0
梦舟股份,600255,4.7,5.2,4.4,4.0,5.8,4.3
广汇能源,600256,5.4,5.5,2.9,5.5,6.4,6.9
大湖股份,600257,5.1,5.5,3.1,6.3,6.0,5.2
首旅酒店,600258,5.1,3.2,5.1,5.5,5.5,7.0
广晟有色,600259,5.5,5.6,4.6,5.6,5.8,5.9
凯乐科技,600260,6.3,8.5,3.7,4.9,5.0,7.0
阳光照明,600261,5.9,5.5,5.3,5.9,5.7,6.8
北方股份,600262,5.5,5.3,5.6,4.8,6.3,5.7
ST景谷,600265,5.6,7.2,3.9,5.5,5.8,5.2
北京城建,600266,5.7,5.8,4.6,6.2,6.5,6.0
海正药业,600267,5.3,5.4,2.9,6.3,6.0,6.3
国电南自,600268,4.1,2.8,3.2,4.7,6.4,5.1
赣粤高速,600269,6.0,6.4,5.6,6.3,6.2,5.5
外运发展,600270,5.7,5.5,5.0,6.8,5.7,5.8
航天信息,600271,5.0,3.7,4.4,5.9,5.4,6.5
开开实业,600272,4.7,3.8,4.4,6.3,5.9,4.6
嘉化能源,600273,4.8,2.6,4.8,5.7,6.4,6.4
ST昌鱼,600275,4.7,4.8,2.8,4.8,6.0,5.4
恒瑞医药,600276,5.8,5.3,5.8,5.5,6.0,6.7
亿利洁能,600277,5.7,4.6,6.6,5.5,5.4,6.6
东方创业,600278,5.5,6.7,3.7,5.5,6.0,5.2
重庆港九,600279,5.1,5.4,4.9,5.5,5.1,4.8
中央商场,600280,4.7,3.6,5.9,4.0,6.2,4.9
太化股份,600281,4.5,3.9,3.5,5.5,6.1,4.7
南钢股份,600282,5.3,4.7,5.2,5.5,5.3,6.1
钱江水利,600283,4.1,2.6,2.6,5.5,6.8,5.0
浦东建设,600284,5.3,5.1,3.6,5.5,6.1,6.3
羚锐制药,600285,5.9,5.7,5.3,6.3,6.1,6.2
江苏舜天,600287,5.5,5.5,4.2,6.4,6.0,5.9
大恒科技,600288,5.0,4.5,3.7,6.6,5.4,5.7
*ST信通,600289,4.1,4.0,3.4,5.5,4.0,4.1
华仪电气,600290,4.5,4.3,3.3,5.7,6.4,4.4
西水股份,600291,4.4,3.2,5.2,5.5,5.6,3.9
远达环保,600292,5.0,5.6,3.4,5.9,5.4,4.8
三峡新材,600293,5.0,3.3,5.7,5.5,5.0,6.1
鄂尔多斯,600295,5.7,5.7,5.7,5.8,4.8,6.0
广汇汽车,600297,5.3,3.1,6.9,5.5,6.2,6.3
安琪酵母,600298,5.6,5.6,4.6,5.5,6.0,6.2
安迪苏,600299,5.8,6.2,5.7,5.5,6.4,5.4
维维股份,600300,4.7,3.2,3.7,5.6,6.2,6.0
